,sentiment,news,sentiment_encoded,sentiment_transformer,sentiment_transformer_score,sent_trans_NEUTRAL_SCORE,combine
2509,neutral,"Metsa-Botnia will finance the payment of dividends , the repayment of capital and the repurchase of its own shares with the funds deriving from its divestment of the Uruguay operations , and shares in Pohjolan Voima , and by utilising its existing financing facilities .",1,POSITIVE,0.9758963584899902,neutral,neutral
2510,neutral,Metso 's delivery will include a complete coated board line with related air systems and two winders .,1,NEGATIVE,0.990610659,,neutral
2511,neutral,Mobile data transfer is expected to increase explosively in the LTE era .,1,POSITIVE,0.9960485100746155,,neutral
2512,neutral,Most of the dividend will go to the Grimaldi family .,1,NEGATIVE,0.7227041721343994,neutral,neutral
2513,neutral,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough .",1,NEGATIVE,0.9973344802856445,,neutral
2514,positive,"M-real Corporation Press release on 3 November at 10:35 am M-real Corporation was the second best company in the materials sector including e.g. forest industry companies in the Carbon Disclosure Leadership Index CDLI , Nordic Report 2009 .",2,POSITIVE,0.9986716508865356,,positive
2515,neutral,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",1,NEGATIVE,0.999630332,,neutral
2516,neutral,"Nastola , axe 14 jobs 16 February 2010 - Finnish wood products technology firm Raute Oyj HEL : RUTAV said today that it will transfer to Nastola , southern Finland , the production of its Jyvaskyla plant , which will affect 14 people .",1,POSITIVE,0.5255089402198792,neutral,neutral
2517,neutral,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,1,NEGATIVE,0.9682633876800537,neutral,neutral
2518,neutral,Net investment income,1,POSITIVE,0.9993578791618347,,neutral
2519,neutral,"no compensation for its news , opinions or distributions .",1,NEGATIVE,0.9956342577934265,,neutral
2520,neutral,No financial details were available .,1,NEGATIVE,0.9994326233863831,,neutral
2521,neutral,No financial details were disclosed .,1,NEGATIVE,0.998410702,,neutral
2522,neutral,No financial details were provided .,1,NEGATIVE,0.9991734623908997,,neutral
2523,neutral,No financial details were reported .,1,NEGATIVE,0.9961155652999878,,neutral
2524,neutral,No more waste-burning facilities should be built .,1,NEGATIVE,0.9985276460647583,,neutral
2525,neutral,"No price was given for the transaction , which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .",1,NEGATIVE,0.9757605791091919,neutral,neutral
2526,neutral,No pricing details were disclosed .,1,NEGATIVE,0.9984329342842102,,neutral
2527,neutral,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",1,NEGATIVE,0.9945746064186096,,neutral
2528,neutral,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,1,POSITIVE,0.9990808963775635,,neutral
2529,neutral,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",1,POSITIVE,0.8595370650291443,neutral,neutral
2530,neutral,Officials did not disclose the contract value .,1,NEGATIVE,0.9990789890289307,,neutral
2531,neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",1,POSITIVE,0.931835949,neutral,neutral
2532,neutral,"Only L+Ænnen Tehtaat showed a loss , but it has only recently started streamlining measures .",1,NEGATIVE,0.9818858504295349,neutral,neutral
2533,negative,Operating cash flow after investments totalled EUR 61.3 mn compared to EUR 75.3 mn in the corresponding period in 2007 .,0,NEGATIVE,0.9641631245613098,neutral,neutral
2534,positive,Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,2,NEGATIVE,0.9988125562667847,,positive
2535,neutral,Otherwise the situation is under control .,1,NEGATIVE,0.8646028637886047,neutral,neutral
2536,neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein .",1,POSITIVE,0.9926909804344177,,neutral
2537,neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",1,POSITIVE,0.9922284483909607,,neutral
2538,neutral,"Our in-depth expertise extends to the fields of energy , industry , urban & mobility and water & environment .",1,POSITIVE,0.9996589422225952,,neutral
2539,neutral,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for .",1,POSITIVE,0.9933870434761047,,neutral
2540,neutral,"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",1,POSITIVE,0.9547016024589539,neutral,neutral
2541,neutral,Payment of shares shall be effected on subscription .,1,NEGATIVE,0.6951383948326111,neutral,neutral
2542,neutral,"PCS Digital Guatemala has been using Tecnomen 's prepaid system in Telgua fixed networks as well as code division multiple access , or CDMA , and global system for mobile communication , or GSM , since 2003 .",1,NEGATIVE,0.9917141795158386,,neutral
2543,neutral,"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .",1,POSITIVE,0.9966418743133545,,neutral
2544,neutral,Poyry is a global expert in consulting and engineering .,1,POSITIVE,0.9994359612464905,,neutral
2545,neutral,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",1,POSITIVE,0.9990724325180054,,neutral
2546,neutral,Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .,1,NEGATIVE,0.9935685396194458,,neutral
2547,neutral,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",1,POSITIVE,0.8450444936752319,neutral,neutral
2548,neutral,Production is scheduled to start by the end of April 2007 .,1,POSITIVE,0.9343619346618652,neutral,neutral
2549,neutral,Protalix has $ 42 million in cash and no sales .,1,NEGATIVE,0.999694824,,neutral
2550,neutral,Public services will also be available .,1,POSITIVE,0.9987519979476929,,neutral
2551,neutral,"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -_ Copyright of Globes Publisher Itonut 1983 Ltd. 2009",1,NEGATIVE,0.9736797213554382,neutral,neutral
2552,neutral,Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,1,NEGATIVE,0.9503090381622314,neutral,neutral
2553,neutral,Raute is listed on the Nordic exchange in Helsinki .,1,POSITIVE,0.9832943677902222,neutral,neutral
2554,neutral,Registration is required .,1,POSITIVE,0.8927718997001648,neutral,neutral
2555,neutral,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,1,NEGATIVE,0.9981212019920349,,neutral
2556,neutral,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",1,NEGATIVE,0.9177324771881104,neutral,neutral
2557,neutral,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .,1,POSITIVE,0.5449720621109009,neutral,neutral
2558,neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",1,NEGATIVE,0.8791143298149109,neutral,neutral
2559,neutral,Saunalahti is a part of the Elisa group .,1,POSITIVE,0.98887223,neutral,neutral
2560,neutral,"says Brian Burton , Head of IT Security , Vodafone UK .",1,POSITIVE,0.9806745648384094,neutral,neutral
2561,neutral,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .",1,NEGATIVE,0.7928317785263062,neutral,neutral
2562,neutral,Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In the Helsinki Stock Exchange Solteq Plc now holds a total of 486.969 shares including the shares repurchased on 16.12.2010 .,1,NEGATIVE,0.6687003374099731,neutral,neutral
2563,neutral,"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",1,POSITIVE,0.758531392,neutral,neutral
2564,neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,1,NEGATIVE,0.5970300436019897,neutral,neutral
2565,neutral,"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",1,POSITIVE,0.9957749247550964,,neutral
2566,neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,POSITIVE,0.7852630019187927,neutral,neutral
2567,neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland .",1,POSITIVE,0.7852630019187927,neutral,neutral
2568,neutral,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions,1,POSITIVE,0.9980531930923462,,neutral
2569,neutral,Status : Agreed,1,POSITIVE,0.9995861649513245,,neutral
2570,neutral,"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",1,POSITIVE,0.9859812259674072,neutral,neutral
2571,neutral,"STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007 , at 13.40 An annual summary of Stockmann 's stock exchange and financial press releases in 2006 is available on the company 's website at the address www.stockmann.com .",1,NEGATIVE,0.9683859944343567,neutral,neutral
2572,neutral,"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",1,POSITIVE,0.9968961477279663,,neutral
2573,neutral,STUK today is a full service house expert in radiation and nuclear safety issues .,1,POSITIVE,0.996263325,,neutral
2574,neutral,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",1,POSITIVE,0.9674734473228455,neutral,neutral
2575,neutral,Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland .,1,POSITIVE,0.9926971793174744,,neutral
2576,neutral,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,1,POSITIVE,0.9597871899604797,neutral,neutral
2577,neutral,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .",1,NEGATIVE,0.7569012641906738,neutral,neutral
2578,neutral,"Telecom has a foreign investment limit of 74 % , but it appears that mobile VAS does not , which means that Tecnomen can pick up as much as 96.6 % .",1,NEGATIVE,0.9989500641822815,,neutral
2579,neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,1,NEGATIVE,0.8713335990905762,neutral,neutral
2580,neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,1,POSITIVE,0.9921100735664368,,neutral
2581,neutral,Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,1,NEGATIVE,0.946826696,neutral,neutral
2582,neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught .",1,NEGATIVE,0.8232478499412537,neutral,neutral
2583,neutral,"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+Ænnen Tehtaat 's other businesses .",1,NEGATIVE,0.8583323359489441,neutral,neutral
2584,neutral,The acquisition price was not disclosed .,1,NEGATIVE,0.9992942810058594,,neutral
2585,neutral,The aforementioned shareholders have informed that they will propose to the Annual General Meeting that the number of members of the Board of Directors shall be five and that besides the present members of the Board of Directors also Mr Lassi Noponen shall be elected to the Board of Directors .,1,POSITIVE,0.9826995134353638,neutral,neutral
2586,neutral,"The aim of the CEO 's Q&A sessions is to give further clarity on information , which has been made public already earlier .",1,POSITIVE,0.8824014663696289,neutral,neutral
2587,neutral,The Board of Directors was authorized to decide on other terms of the share issue .,1,POSITIVE,0.5871561169624329,neutral,neutral
2588,neutral,The bridge will be 1.2 km long and is located between Anasmotet by the road E20 and the new traffic junction in Marieholm by the road E45 .,1,POSITIVE,0.9337190985679626,neutral,neutral
2589,neutral,"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",1,POSITIVE,0.9183375835418701,neutral,neutral
2590,neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1,POSITIVE,0.9939915537834167,,neutral
2591,neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",1,NEGATIVE,0.9466169476509094,neutral,neutral
2592,neutral,The capital structure of Solidium may be complemented by other financial instruments in the future .,1,POSITIVE,0.5595137476921082,neutral,neutral
2593,neutral,The category was marked by maturity and the recession .,1,POSITIVE,0.8924198150634766,neutral,neutral
2594,neutral,The chain is to unite 45-50 centres by the end of 2008 .,1,POSITIVE,0.9944701194763184,,neutral
2595,neutral,The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1,POSITIVE,0.9758687615394592,neutral,neutral
2596,neutral,"The company is also seeking possibilities to relocate the Luumaki personnel , some 50 people , to other UPM mills .",1,NEGATIVE,0.994603693,,neutral
2597,neutral,"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1,POSITIVE,0.7659011483192444,neutral,neutral
2598,neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",1,POSITIVE,0.9483993053436279,neutral,neutral
2599,neutral,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,1,NEGATIVE,0.9286132454872131,neutral,neutral
2600,neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,1,NEGATIVE,0.8137711882591248,neutral,neutral
2601,neutral,"The company 's plant in Russia will continue to make tyres for its near markets , while the plant in Nokia in Finland will manufacture tyres for other markets .",1,POSITIVE,0.9113795161247253,neutral,neutral
2602,neutral,The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,1,NEGATIVE,0.9370529055595398,neutral,neutral
2603,neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1,NEGATIVE,0.9670210480690002,neutral,neutral
2604,neutral,"The company 's US subsidiary Vaisala Inc. acquires Aviation Systems Maintenance , Inc ASMI , a Kansas , U.S. based airport service company with over 2.6 million USD net sales in 2008 .",1,POSITIVE,0.8982343673706055,neutral,neutral
2605,positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .,2,NEGATIVE,0.9858993291854858,neutral,neutral
2606,neutral,The company then said it will focus its resources on clinical research .,1,NEGATIVE,0.8583580851554871,neutral,neutral
2607,neutral,The Company turnover amounted to MEUR 27.9 in 2007 .,1,POSITIVE,0.6179570555686951,neutral,neutral
2608,neutral,The company website is www.ahlstrom.com .,1,NEGATIVE,0.8041861653327942,neutral,neutral
2609,neutral,The company will be part of Teleste 's Video and Broadband Solutions business area .,1,POSITIVE,0.9808821082115173,neutral,neutral
2610,neutral,"The company will publish its financial statement for 2008 on February 25 , 2009 .",1,POSITIVE,0.9729043245315552,neutral,neutral
2611,neutral,The company will release its 2010 results on 11 February 2011 .,1,POSITIVE,0.9938043355941772,,neutral
2612,neutral,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",1,NEGATIVE,0.9915854930877686,,neutral
2613,neutral,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,1,NEGATIVE,0.8109450936317444,neutral,neutral
2614,neutral,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",1,POSITIVE,0.6043625473976135,neutral,neutral
2615,neutral,The contract includes heating plant equipment and associated installation work .,1,POSITIVE,0.7401191592216492,neutral,neutral
2616,neutral,The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,1,NEGATIVE,0.9943634271621704,,neutral
2617,neutral,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1,NEGATIVE,0.9745374917984009,neutral,neutral
2618,neutral,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says .",1,NEGATIVE,0.9706337451934814,neutral,neutral
2619,neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .,1,NEGATIVE,0.9930388331413269,,neutral
2620,neutral,The customers will have an access to integrated propeller and gear packages from one source .,1,POSITIVE,0.9318422675132751,neutral,neutral
2621,neutral,The deal is subject to approval by the Norwegian competition authorities .,1,POSITIVE,0.9959677457809448,,neutral
2622,neutral,The deal means that ten persons in three countries will transfer to Tieto .,1,POSITIVE,0.989678144,,neutral
2623,neutral,The deal will have no significant effect on the acquiring company 's equity ratio .,1,NEGATIVE,0.9997220635414124,,neutral
2624,neutral,The deliveries are scheduled for the summer and autumn of 2008 .,1,POSITIVE,0.7710663080215454,neutral,neutral
2625,neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",1,POSITIVE,0.9785373210906982,neutral,neutral
2626,neutral,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year .",1,NEGATIVE,0.6961301565170288,neutral,neutral
2627,neutral,"The final price will be specified by 14 May 2010 , the acquiring company said .",1,POSITIVE,0.7864514589309692,neutral,neutral
2628,neutral,"The Finland-based company says it will move into an existing 260,000-square-foot facility in September .",1,POSITIVE,0.9694926738739014,neutral,neutral
2629,neutral,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",1,POSITIVE,0.9955503940582275,,neutral
2630,neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",1,POSITIVE,0.9852432012557983,neutral,neutral
2631,neutral,"The firm 's UK head office is in Rugby Road , Lutterworth .",1,POSITIVE,0.8046924471855164,neutral,neutral
2632,neutral,The first group of customers to be trained will be paint-shop owners and their assistants .,1,POSITIVE,0.8363659977912903,neutral,neutral
2633,neutral,The first stage of the contract covers 133 stores and 600 cash registers .,1,NEGATIVE,0.9457529187202454,neutral,neutral
2634,neutral,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",1,POSITIVE,0.6404265761375427,neutral,neutral
2635,neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1,NEGATIVE,0.8664314150810242,neutral,neutral
2636,neutral,The front surfaces of these valve plates are directed towards each other .,1,NEGATIVE,0.9578559398651123,neutral,neutral
2637,neutral,The ground barleycorn has been fully produced in Finland and will be available in stores as of the beginning of 2010 .,1,POSITIVE,0.995752215,,neutral
2638,neutral,The implementation of the deal is subject to the approval by the Finnish Competition Authority .,1,POSITIVE,0.9621257781982422,neutral,neutral
2639,neutral,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",1,POSITIVE,0.9990862607955933,,neutral
2640,neutral,The increase range will vary up to 10 % .,1,POSITIVE,0.9806755185127258,neutral,neutral
2641,neutral,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,1,NEGATIVE,0.9128755927085876,neutral,neutral
2642,neutral,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",1,NEGATIVE,0.9967478513717651,,neutral
2643,neutral,"The latest date for registration is on 4 April , 2006 .",1,NEGATIVE,0.537290096,neutral,neutral
2644,negative,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,0,NEGATIVE,0.9861365556716919,neutral,neutral
2645,neutral,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,1,POSITIVE,0.9487506747245789,neutral,neutral
2646,negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .,0,NEGATIVE,0.9976106882095337,,negative
2647,neutral,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",1,POSITIVE,0.7458063960075378,neutral,neutral
2648,neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",1,NEGATIVE,0.9600576162338257,neutral,neutral
2649,neutral,The maximum number of new shares to be offered is 22 million .,1,POSITIVE,0.7971034049987793,neutral,neutral
2650,neutral,The measures taken will cause one-time costs during the final part of 2006 .,1,NEGATIVE,0.993595541,,neutral
2651,neutral,"The mill will have capacity to produce 500,000 tonnes of pulp per year .",1,POSITIVE,0.987888753,neutral,neutral
2652,neutral,"The money will be spread mainly over 2011 and 2012 , the company said .",1,NEGATIVE,0.8167794942855835,neutral,neutral
2653,neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",1,POSITIVE,0.7990785241127014,neutral,neutral
2654,neutral,The new activity will incur an investment of about 5 MEUR .,1,NEGATIVE,0.962925911,neutral,neutral
2655,neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission .",1,NEGATIVE,0.9913629293441772,,neutral
2656,neutral,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1,POSITIVE,0.992816687,,neutral
2657,neutral,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,1,POSITIVE,0.9468971490859985,neutral,neutral
2658,neutral,The new SEPA cads will replace Finnish bank cards .,1,NEGATIVE,0.9765773415565491,neutral,neutral
2659,neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",1,NEGATIVE,0.9925079941749573,,neutral
2660,neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine .",1,NEGATIVE,0.7667540311813354,neutral,neutral
2661,neutral,"The order includes a new Crecent former , headbox , and reel .",1,NEGATIVE,0.9874593019485474,neutral,neutral
2662,neutral,The output of the contracts totals 72 MWe .,1,POSITIVE,0.6339666247367859,neutral,neutral
2663,neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release .",1,NEGATIVE,0.9602645635604858,neutral,neutral
2664,neutral,The parties have agreed not to disclose the transaction value .,1,NEGATIVE,0.9789198637008667,neutral,neutral
2665,neutral,"The payment date is March 25 , 2010 .",1,POSITIVE,0.629283071,neutral,neutral
2666,neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .,1,POSITIVE,0.9969195127487183,,neutral
2667,neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown .",1,NEGATIVE,0.9884737133979797,neutral,neutral
2668,neutral,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",1,NEGATIVE,0.9903282523155212,,neutral
2669,neutral,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,1,NEGATIVE,0.9985809326171875,,neutral
2670,neutral,The purchase sum is about EUR 10mn US$ 12.97 mn .,1,NEGATIVE,0.9911090135574341,,neutral
2671,neutral,"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1,NEGATIVE,0.7982814311981201,neutral,neutral
2672,neutral,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,1,NEGATIVE,0.6850066781044006,neutral,neutral
2673,neutral,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines .",1,POSITIVE,0.9976075887680054,,neutral
2674,neutral,The restructuring measures will not affect the production of packaging printing material .,1,NEGATIVE,0.8392906188964844,neutral,neutral
2675,neutral,"The sale , comprising the margarine business in Finland and Poland , follows the approval of the Polish competition authorities earlier in October .",1,POSITIVE,0.9597217440605164,neutral,neutral
2676,neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates .",1,NEGATIVE,0.9979115128517151,,neutral
2677,neutral,"The sale will be finalized in September or October , the company said .",1,POSITIVE,0.758048415,neutral,neutral
2678,neutral,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .",1,NEGATIVE,0.9233102798461914,neutral,neutral
2679,neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",1,POSITIVE,0.9951110482215881,,neutral
2680,neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",1,NEGATIVE,0.5292632579803467,neutral,neutral
2681,neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1,NEGATIVE,0.6454902291297913,neutral,neutral
2682,neutral,The site will cover over six hectares .,1,POSITIVE,0.9299668669700623,neutral,neutral
2683,neutral,"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",1,NEGATIVE,0.999720037,,neutral
2684,neutral,The transaction will take place without payment of merger consideration .,1,NEGATIVE,0.9977002739906311,,neutral
2685,neutral,The unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,1,POSITIVE,0.9773151874542236,neutral,neutral
2686,neutral,"The wireless industry is bracing itself for the iPhone , which will launch on June 29 .",1,POSITIVE,0.8193941116333008,neutral,neutral
2687,neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,1,POSITIVE,0.6739301085472107,neutral,neutral
2688,neutral,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",1,POSITIVE,0.9955784678459167,,neutral
2689,neutral,"There have been 15 initial public offerings announced in Sweden this year , compared with two during the same period a year earlier , Bloomberg data shows .",1,POSITIVE,0.8513787984848022,neutral,neutral
2690,neutral,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,1,POSITIVE,0.909416139,neutral,neutral
2691,neutral,This is the company 's first contract abroad .,1,POSITIVE,0.9969218373298645,,neutral
2692,neutral,This release is not an offer of securities for sale into the United States or elsewhere .,1,NEGATIVE,0.995298445,,neutral
2693,neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,1,NEGATIVE,0.5815435647964478,neutral,neutral
2694,neutral,"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market .",1,POSITIVE,0.9982596039772034,,neutral
2695,neutral,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",1,POSITIVE,0.9318675398826599,neutral,neutral
2696,neutral,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .",1,POSITIVE,0.9885435104370117,neutral,neutral
2697,neutral,Two other sites will be included later on .,1,POSITIVE,0.8377514481544495,neutral,neutral
2698,neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",1,NEGATIVE,0.7658868432044983,neutral,neutral
2699,neutral,"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six .",1,NEGATIVE,0.9991329312324524,,neutral
2700,neutral,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,1,NEGATIVE,0.994484007,,neutral
2701,neutral,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .,1,POSITIVE,0.998616099,,neutral
2702,neutral,Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1,NEGATIVE,0.9711969494819641,neutral,neutral
2703,neutral,"We know that it exists , '' Artemyev said .",1,POSITIVE,0.9983171224594116,,neutral
